Código Único,Nombre de inversión,ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
2226075.0,"MEJORAMIENTO Y AMPLIACIÓN  DE LA RED PRINCIPAL  DE AGUA Y ALCANTARILLADO DEL SECTOR NOR ESTE Y NOR OESTE DEL AA HH  LOS  CLAVELES PAMPA GRANDE DISTRITO DE TUMBES, PROVINCIA DE TUMBES - TUMBES",Cartera_260824-123814.xlsx,240101,,240101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,240101,Coincidencia exacta y única por nombre
2332568.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA CC.NN SION DISTRITO DE TROMPETEROS, PROVINCIA DE LORETO, REGIÓN DE LORETO.",Cartera_260824-123814.xlsx,160304,,160304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160304,Coincidencia exacta y única por nombre
2323266.0,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LOS SECTORES, CARTAGENA,BELLAS ARTES, JUAN VELASCO ALVARADO I,II,III,IV Y V ETAPA DE LA LOCALIDAD DE CONSTITUCION, DISTRITO DE CONSTITUCION - OXAPAMPA - PASCO",Cartera_260824-123814.xlsx,190308,,190308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,190308,Coincidencia exacta y única por nombre
2497598.0,AMPLIACION DE LA PRODUCCION DE AGUA 6 DISTRITOS DE LA PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
2561234.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO SANITARIO Y TRATAMIENTO DE AGUAS RESIDUALES EN LOS DISTRITOS DE ZARUMILLA Y AGUAS VERDES DE LA  PROVINCIA DE ZARUMILLA - DEPARTAMENTO DE TUMBES",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)
2309659.0,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 273, 277, 278, 279, 280, 394 Y 395  DISTRITO DE VENTANILLA - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO",Cartera_260824-123814.xlsx,070106,,070106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,070106,Coincidencia exacta y única por nombre
2256322.0,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA NUEVA CIUDAD DE OLMOS, DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - REGION LAMBAYEQUE",Cartera_260824-123814.xlsx,140308,,140308,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140308,Coincidencia exacta y única por nombre
2260867.0,"MEJORAMIENTO DEL SISTEMA DE EVACUACIÓN, TRATAMIENTO Y DISPOSICIÓN FINAL DE LAS AGUAS SERVIDAS DE LAS CIUDADES DE SULLANA Y BELLAVISTA, PROVINCIA DE SULLANA - PIURA",Cartera_260824-123814.xlsx,,200601,200601,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SULLANA"
2552334.0, PROGRAMA INTEGRAL DE AGUA Y SANEAMIENTO RURAL SEGUNDA FASE - PIASAR II ,Cartera_260824-123814.xlsx,,200702,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (EL ALTO) no encontrado en nombre de inversión"
2376184.0,"MEJORAMIENTO DE LA CALIDAD DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE EN LAS LOCALIDADES DE SULLANA, QUERECOTILLO, SALITRAL Y MARCAVELICA DE LA PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA",Cartera_260824-123814.xlsx,,200601,200601,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SULLANA"
2300479.0,"CREACION DEL SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO  EN LA LOCALIDAD DE PUERTO INCA, DISTRITO DE PUERTO INCA, PROVINCIA DE PUERTO INCA - HUANUCO",Cartera_260824-123814.xlsx,100901,,100901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100901,Coincidencia exacta y única por nombre
2178481.0,"AMPLIACIÓN Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA LOCALIDAD DE CHUQUIBAMBA, DISTRITO DE CHUQUIBAMBA, PROVINCIA DE CONDESUYOS, DEPARTAMENTO Y REGION DE AREQUIPA.",Cartera_260824-123814.xlsx,040601,,040601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,040601,Coincidencia resuelta usando provincia CONDESUYOS
2067393.0,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE TOMAYKICHWA, DISTRITO DE TOMAY KICHWA - AMBO - HUANUCO",Cartera_260824-123814.xlsx,100208,,100208,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100208,Coincidencia exacta y única por nombre
2488687.0,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BÁSICO EN LOS SECTORES DE KERAKERA, AYANI, FUNDICION, TARUCATINCUC, JORNADA, KIVIO, HUALLATACCOTA, WINCHO, CHALLUMA Y HUAYLLAYOC DE LA C.C. DE UCHUCCARCCO DEL DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO",Cartera_260824-123814.xlsx,080703,,080703,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080703,Coincidencia exacta y única por nombre
2079224.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA INTEGRAL DE AGUA POTABLE, ALCANTARILLADO Y DISPOSICION FINAL DE LA ZONA URBANA DEL DISTRITO DE RUPA RUPA",Cartera_260824-123814.xlsx,,100601,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Distrito RUPA RUPA no encontrado en GPKG | Distrito PMI (RUPA-RUPA) no encontrado en nombre de inversión
2095826.0,"AMPLIACION Y MEJORAMIENTO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DEL CPM SAN VICENTE DE PAUL (CHOROBAMBA, CAPILLAPAMPA Y EL JARDIN) DISTRITO DE LONGOTEA, PROVINCIA DE BOLIVAR - LA LIBERTAD",Cartera_260824-123814.xlsx,130304,,130304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130304,Coincidencia exacta y única por nombre
2387732.0,MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO DE LA CIUDAD DE AYAVIRI  DISTRITO DE AYAVIRI - PROVINCIA DE MELGAR - DEPARTAMENTO DE PUNO,Cartera_260824-123814.xlsx,210801,,210801,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210801,Coincidencia resuelta usando provincia MELGAR
2226496.0,"MEJORAMIENTO, INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LONYA GRANDE Y SUS CENTROS POBLADOS DE NUEVA YORK, ROBLEPAMPA, SANTA CRUZ, HUAYLLA Y YUNGAY LONYA GRANDE, DISTRITO DE LONYA GRANDE - UTCUBAMBA - AMAZONAS",Cartera_260824-123814.xlsx,010706,,010706,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010706,Coincidencia exacta y única por nombre
2084708.0,"MEJORAMIENTO Y AMPLIACION DE SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE HUAMACHUCO - DISTRITO DE HUAMACHUCO, PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD",Cartera_260824-123814.xlsx,130901,,130901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130901,Coincidencia exacta y única por nombre
2047402.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA CIUDAD DE TOCACHE, PROVINCIA DE TOCACHE - SAN MARTIN",Cartera_260824-123814.xlsx,,221001,221001,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: TOCACHE"
2144191.0,"AMPLIACION Y MEJORAMIENTO INTEGRAL DE LOS SISTEMAS DE AGUA POTABLE Y  ALCANTARILLADO ., DISTRITO DE SAN JOSE - LAMBAYEQUE - LAMBAYEQUE",Cartera_260824-123814.xlsx,,140311,140311,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"130705, 210212, 140311",Distrito SAN JOSE es ambiguo y no se extrajo provincia | Validado por PMI: SAN JOSE
2328696.0,"INSTALACION, MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LOS CENTROS POBLADOS  DE MIRAFLORES, PALESTINA, LA FLORIDA Y CAMPO AMOR, DISTRITO DE NUEVA CAJAMARCA, PROVINCIA DE RIOJA, DEPARTAMENTO DE SAN MARTÍN",Cartera_260824-123814.xlsx,220804,,220804,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220804,Coincidencia exacta y única por nombre
2132673.0,"AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA - SAN MARTIN",Cartera_260824-123814.xlsx,,220101,220101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: MOYOBAMBA"
2095204.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE YURIMAGUAS, DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO",Cartera_260824-123814.xlsx,160201,,160201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160201,Coincidencia exacta y única por nombre
2235574.0,"MEJORAMIENTO, AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE CHINCHERO, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO",Cartera_260824-123814.xlsx,081302,,081302,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081302,Coincidencia exacta y única por nombre
2403504.0,SECTORIZACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA PARTE ALTA DE CHORRILLOS  MATRIZ PROCERES - CHORRILLOS,Cartera_260824-123814.xlsx,,150108,150108,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: CHORRILLOS"
2403503.0,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSÉ GÁLVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA  PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - LIMA)
2090887.0,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA,Cartera_260824-123814.xlsx,,211101,211101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: JULIACA"
2331661.0,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE JULIACA - PUNO,Cartera_260824-123814.xlsx,,211101,211101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: JULIACA"
2289966.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO UNION PROGRESO, DISTRITO DE RIO NEGRO, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNIN",Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
2046487.0,"REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CASCO URBANO DEL DISTRITO DE  LA UNION, PROVINCIA DE PIURA - PIURA",Cartera_260824-123814.xlsx,200110,,200110,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200110,Coincidencia resuelta usando provincia PIURA
2337107.0,"AMPLIACION, MEJORAMIENTO DE LOS SERVICIOS DE RECOLECCIÓN Y TRATAMIENTO DE AGUAS RESIDUALES DE LAS CIUDADES DE AYAVIRI, MOHO, JULIACA, PUNO, ILAVE Y JULI, DEPARTAMENTO DE PUNO",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - - TODOS -)"
2280625.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SAN JACINTO DE SHAURIATO, DISTRITO DE RIO NEGRO, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNIN",Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
2311662.0,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA ZONA URBANA DE LA LOCALIDAD DE SAN MARCOS, DISTRITO DE SAN MARCOS - HUARI - ANCASH",Cartera_260824-123814.xlsx,021014,,021014,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,021014,Coincidencia exacta y única por nombre
2448877.0,"CREACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS CON ARRASTRE HIDRAULICO EN LOS SECTORES CHACARAYA, JAPU, QUILLANI, HUATARRUSI, SAN MARTIN, ITMAPALLCCA, CHEQLLACCO, YURAQ-KANCHA, CHALLANSILLI, CCOCHANI, ILAVE, CHACCO, CCOLLPIÑA ,HUACUYLLANI, HUASHUA, PFOCCOYTO, CHALLHUANCA, LLANJA, PAQLLA-PAQLLA Y  CHAQHUARAPATA DE LAS COMUNIDADES DE LUTTO, PFUISA, ANTUYO, CCOLLPA CCASAHUI Y SAN SEBASTIAN DE LLUSCO DEL  DISTRITO DE LLUSCO - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO",Cartera_260824-123814.xlsx,080706,,080706,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080706,Coincidencia exacta y única por nombre
2537747.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA NUEVO CANAAN DEL DISTRITO DE TIGRE - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160303,,160303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160303,Coincidencia exacta y única por nombre
2459017.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL EN 4 DISTRITOS DE LA PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - CUSCO)
2168168.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE LLACTABAMBA SOCCORO , DISTRITO DE HUANCARAMA - ANDAHUAYLAS - APURIMAC",Cartera_260824-123814.xlsx,030204,,030204,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030204,Coincidencia exacta y única por nombre
2090141.0,PROYECTO INTEGRADO DEL SISTEMA  DE AGUA  POTABLE  Y ALCANTARILLADO DE LA LOCALIDAD DE BAGUA,Cartera_260824-123814.xlsx,,010206,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (LA PECA) no encontrado en nombre de inversión"
2501447.0,"AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LAS NUEVAS HABILITACIONES DEL ESQUEMA HORACIO ZEVALLOS, PARIACHI Y ANEXOS DEL DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",Cartera_260824-123814.xlsx,150103,,150103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150103,Coincidencia exacta y única por nombre
2168176.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE SAN JUAN DE LLACHUA , DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC",Cartera_260824-123814.xlsx,030504,,030504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030504,Coincidencia exacta y única por nombre
2535059.0,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS HABILITACIONES DEL SECTOR 326 DEL VILLA EL SALVADOR DEL DISTRITO DE VILLA EL SALVADOR - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,Cartera_260824-123814.xlsx,150142,,150142,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150142,Coincidencia exacta y única por nombre
2168162.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE HUANCA UMUYTO , DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC",Cartera_260824-123814.xlsx,030504,,030504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030504,Coincidencia exacta y única por nombre
2077961.0,AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE RIPAN,Cartera_260824-123814.xlsx,100317,,100317,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100317,Coincidencia exacta y única por nombre
2322358.0,INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL ESQUEMA INTEGRAL VILLAS DE ANCON - DISTRITO DE ANCON,Cartera_260824-123814.xlsx,150102,,150102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150102,Coincidencia exacta y única por nombre
2340083.0,"AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 268, 269, 270, 271, 272, 274, 275 Y 276 , DISTRITO DE VENTANILLA - PROVINCIA CONSTITUCIONAL DEL CALLAO",Cartera_260824-123814.xlsx,070106,,070106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,070106,Coincidencia exacta y única por nombre
2168159.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE CONCACHA , DISTRITO DE CURAHUASI - ABANCAY - APURIMAC",Cartera_260824-123814.xlsx,030104,,030104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030104,Coincidencia exacta y única por nombre
2300050.0,"AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 334, 335, 336, 337, 343 Y 344 - DISTRITOS DE COMAS E INDEPENDENCIA.",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - LIMA)
2168172.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE PATAHUASI , DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC",Cartera_260824-123814.xlsx,030504,,030504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030504,Coincidencia exacta y única por nombre
2168167.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO DE LA LOCALIDAD DE LAUPAY , DISTRITO DE HAQUIRA - COTABAMBAS - APURIMAC",Cartera_260824-123814.xlsx,030504,,030504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030504,Coincidencia exacta y única por nombre
2311200.0,"CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LOS CENTROS POBLADOS DE FELIPE PINGLO ALVA, PALMERAS, 28 DE JULIO, SANJA SECA, UNIÓN LIBERTAD, ALTO SAN JUAN II Y PUENTE PIEDRA, DISTRITO DE LUYANDO - LEONCIO PRADO - HUANUCO",Cartera_260824-123814.xlsx,100605,,100605,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100605,Coincidencia exacta y única por nombre
2191199.0,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO DE CARITAMAYA, DISTRITO DE ACORA, PROVINCIA DE PUNO, DEPARTAMENTO DE PUNO",Cartera_260824-123814.xlsx,210102,,210102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210102,Coincidencia exacta y única por nombre
2189465.0,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO THUNCO, DISTRITO DE ACORA, PUNO - PUNO",Cartera_260824-123814.xlsx,210102,,210102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210102,Coincidencia exacta y única por nombre
2302962.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y CREACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL C.P. TASAPA PATACOLLO (SECTORES TASAPA CENTRAL, PRIMER TASAPA, II TASAPA, IRUJANI Y JOCCO), DISTRITO DE ZEPITA, PROVINCIA DE CHUCUITO ¿ DEPARTAMENTO DE PUNO",Cartera_260824-123814.xlsx,210407,,210407,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210407,Coincidencia exacta y única por nombre
2186037.0,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO ISCATA, DISTRITO DE ACORA, PUNO - PUNO",Cartera_260824-123814.xlsx,210102,,210102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210102,Coincidencia exacta y única por nombre
2254843.0,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO SUGLLAQUIRO, DISTRITO DE MOYOBAMBA , PROVINCIA DE MOYOBAMBA - SAN MARTIN",Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
2244668.0,"INSTALACION DEL SISTEMA DE ALCANTARILLADO EN EL AA.HH SEÑOR DE LOS MILAGROS Y C.P CASA BLANCA, DISTRITO DE CERRO AZUL, PROVINCIA DE CAÑETE - LIMA",Cartera_260824-123814.xlsx,150504,,150504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150504,Coincidencia exacta y única por nombre
2046101.0,MEDIDAS DE RAPIDO IMPACTO DE LA EPS SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHINCHA - SEMAPACH.SA,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - CHINCHA)"
2189506.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA CAPITAL DEL CENTRO POBLADO TUQUINA, DISTRITO POMATA- CHUCUITO - PUNO",Cartera_260824-123814.xlsx,,210406,210406,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: POMATA"
2168146.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA  POTABLE E INSTALACION DE UNIDADES BÁSICAS DE SANEAMIENTO EN LA LOCALIDAD DE TOTORAY, DISTRITO DE CURAHUASI PROVINCIA DE ABANCAY - APURÍMAC",Cartera_260824-123814.xlsx,030104,,030104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030104,Coincidencia exacta y única por nombre
2084815.0,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL  DE LA EMAPA PASCO, PROVINCIA DE PASCO - PASCO",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - PASCO)"
2189340.0,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS DEL CENTRO POBLADO CRUCERO, DISTRITO DE ACORA, PUNO - PUNO",Cartera_260824-123814.xlsx,210102,,210102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210102,Coincidencia exacta y única por nombre
2183866.0,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS  DE LA COMUNIDAD CAMPESINA DE COLLINI, CENTRO  POBLADO INCASAMAWI, DISTRITO DE ACORA, PUNO - PUNO",Cartera_260824-123814.xlsx,210102,,210102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210102,Coincidencia exacta y única por nombre
