Código Único,Nombre de inversión,ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
2202906.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA CHAUJA, DISTRITO DE RÍO TAMBO, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNÍN",Cartera_260824-123814.xlsx,120608,,120608,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120608,Coincidencia exacta y única por nombre
2286909.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE PAYAC MUNONO, DISTRITO DE CUTERVO , PROVINCIA DE CUTERVO - CAJAMARCA",Cartera_260824-123814.xlsx,060601,,060601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060601,Coincidencia exacta y única por nombre
2301611.0,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERÍO DE MINAS DE TRIGAL, DISTRITO DE HUARMACA, HUANCABAMBA - PIURA",Cartera_260824-123814.xlsx,200304,,200304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200304,Coincidencia exacta y única por nombre
2392883.0,PROGRAMA INTEGRAL DE AGUA Y SANEAMIENTO RURAL - PIASAR,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión"
2187533.0,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE KAKACHI, DISTRITO DE HUANCANE, HUANCANE, PUNO",Cartera_260824-123814.xlsx,210601,,210601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210601,Coincidencia exacta y única por nombre
2331087.0,"CREACION DE LOS SISTEMAS DE AGUA POTABLE DEPENDIENTES DEL RESERVORIO N-31 Y ALCANTARILLADO SANITARIO DEL DISTRITO  DE CERRO COLORADO, PROVINCIA, DEPARTAMENTO Y REGIÓN DE AREQUIPA.",Cartera_260824-123814.xlsx,040104,,040104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,040104,Coincidencia exacta y única por nombre
2331093.0,"CREACION DE LOS SISTEMAS DE AGUA POTABLE DEPENDIENTES DEL RESERVORIO N-39 Y ALCANTARILLADO SANITARIO DEL DISTRITO  DE CERRO COLORADO, PROVINCIA, DEPARTAMENTO Y REGIÓN DE AREQUIPA.",Cartera_260824-123814.xlsx,040104,,040104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,040104,Coincidencia exacta y única por nombre
2286853.0,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS LOCALIDADES DE SAHUAY, ULLUY Y RONDOBAMBA, DISTRITO DE APARICIO POMARES - YAROWILCA - HUANUCO",Cartera_260824-123814.xlsx,101104,,101104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,101104,Coincidencia exacta y única por nombre
2200393.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO PERLA DEL IMAZA , DISTRITO DE YAMBRASBAMBA - BONGARA - AMAZONAS",Cartera_260824-123814.xlsx,010312,,010312,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010312,Coincidencia exacta y única por nombre
2344330.0,AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL PROYECTO ESPECIAL LOS ANGELES - DISTRITO DE SAN JUAN DE LURIGANCHO,Cartera_260824-123814.xlsx,150132,,150132,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150132,Coincidencia exacta y única por nombre
2235547.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO JAPAIME ESCUELA, DISTRITO DE NIEVA , PROVINCIA DE CONDORCANQUI - AMAZONAS",Cartera_260824-123814.xlsx,010401,,010401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010401,Coincidencia exacta y única por nombre
2305004.0,"MEJORAMIENTO DE LAS REDES DE ALCANTARILLADO Y AGUA POTABLE DE LA URB FERNANDO LEON DE VIVERO DEL, DISTRITO DE PUEBLO NUEVO - CHINCHA - ICA",Cartera_260824-123814.xlsx,,110207,110207,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"110207, 100609, 140206, 110107, 130403",Distrito PUEBLO NUEVO es ambiguo y no se extrajo provincia | Validado por PMI: PUEBLO NUEVO
2323675.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL AA.HH LOS CIBELES DEL DISTRITO DE ZARUMILLA, PROVINCIA DE ZARUMILLA - TUMBES",Cartera_260824-123814.xlsx,240301,,240301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,240301,Coincidencia exacta y única por nombre
2260079.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO RIO SANTA, DISTRITO DE RIO NEGRO ¿ SATIPO ¿ JUNÍN",Cartera_260824-123814.xlsx,,120607,120607,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: RIO NEGRO"
2489889.0,"MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL URBANO DE LOS JR. GARCILASO DE LA VEGA C2 ¿ C7; JR. LIMA C6-C8; JR. 28 DE JULIO C1, C7-C9; JR. PROGRESO C1, C8-C10; JR. MALECÓN C1, C7-C9; JR. IQUITOS C1, C2; JR. ANTONIO BARDALES C1-C3; JR. SAPOSOA C6, JR. LA UNIÓN C5, C6; JR. MIGUEL GRAU C5; JR. 2 DE MAYO C1-C5; JR. AYACUCHO C1-C5; JR. ROBERTO LÓPEZ C1-C3; JR. ALCIDES RUIZ CDRA. C1-C3; EN LA LOCALIDAD DE PISCOYACU DEL DISTRITO DE PISCOYACU - PROVINCIA DE HUALLAGA - DEPARTAMENTO DE SAN MARTIN",Cartera_260824-123814.xlsx,220404,,220404,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220404,Coincidencia exacta y única por nombre
2302266.0,"AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA QUEBRADA DE MANCHAY 3ERA. ETAPA, DISTRITO DE PACHACAMAC, PROVINCIA DE LIMA, REGIÓN LIMA",Cartera_260824-123814.xlsx,150123,,150123,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150123,Coincidencia exacta y única por nombre
2400301.0,ESQUEMA CARAPONGO - AMPLIACIÓN  DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 136 Y 137 DISTRITO DE LURIGANCHO,Cartera_260824-123814.xlsx,150118,,150118,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,150118,Coincidencia exacta y única por nombre
2214737.0,"MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN EL P.V.P.D. LOS DELFINES, DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO",Cartera_260824-123814.xlsx,,160113,160113,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050110, 160113, 110110",Distrito SAN JUAN BAUTISTA es ambiguo y no se extrajo provincia | Validado por PMI: SAN JUAN BAUTISTA
2337928.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN EL C.P. MARIA DEL SOCORRO, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD",Cartera_260824-123814.xlsx,130104,,130104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130104,Coincidencia exacta y única por nombre
2017723.0,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL DISTRITO DE ACOLLA,Cartera_260824-123814.xlsx,120402,,120402,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120402,Coincidencia exacta y única por nombre
2302072.0,"REHABILITACION DE REDES DE AGUA Y ALCANTARILLADO EN EL SECTOR A DEL A.H. SANTA JULIA EN EL DISTRITO DE 26 DE OCTUBRE, PROVINCIA DE PIURA - PIURA",Cartera_260824-123814.xlsx,,200115,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Distrito 26 DE OCTUBRE no encontrado en GPKG | Distrito PMI (VEINTISEIS DE OCTUBRE) no encontrado en nombre de inversión
2095790.0,"AMPLIACION SISTEMA INTEGRAL DE ALCANTARILLADO EN EL CENTRO POBLADO PAMPA LIBRE, DISTRITO DE CHANCAY - HUARAL - LIMA",Cartera_260824-123814.xlsx,,150605,150605,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"150605, 061002",Distrito CHANCAY es ambiguo y no se extrajo provincia | Validado por PMI: CHANCAY
2279322.0,"CREACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA URBANIZACIÓN ROSARIO COÑIRI DEL CENTRO POBLADO JAYLLIHUAYA DEL DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",Cartera_260824-123814.xlsx,210101,,210101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210101,Coincidencia exacta y única por nombre
2241776.0,"MEJORAMIENTO DE REDES DE AGUA POTABLE Y ALCANTARILLADO  DEL AA.HH. LAS PALMERAS DEL DISTRITO DE PIURA, PROVINCIA DE PIURA - PIURA",Cartera_260824-123814.xlsx,200101,,200101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200101,Coincidencia exacta y única por nombre
2262794.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE NEGROPAMPA BAJO, DISTRITO DE CHOTA , PROVINCIA DE CHOTA - CAJAMARCA",Cartera_260824-123814.xlsx,060401,,060401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060401,Coincidencia exacta y única por nombre
2343069.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA CIUDAD DE ILAVE - DISTRITO DE ILAVE - PROVINCIA DE EL COLLAO - DEPARTAMENTO DE PUNO,Cartera_260824-123814.xlsx,210501,,210501,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,210501,Coincidencia exacta y única por nombre
2397194.0,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE CHEPEN, PROVINCIA DE CHEPEN, DEPARTAMENTO LA LIBERTAD. ",Cartera_260824-123814.xlsx,130401,,130401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130401,Coincidencia exacta y única por nombre
2289968.0,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD DE SAN MIGUEL, DISTRITO DE HUARANGO, PROVINCIA DE SAN IGNACIO, DEPARTAMENTO DE CAJAMARCA",Cartera_260824-123814.xlsx,060903,,060903,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060903,Coincidencia exacta y única por nombre
2202913.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA LOCALIDAD DE ICHUNIARI , DISTRITO DE MAZAMARI - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120604,,120604,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120604,Coincidencia exacta y única por nombre
2078794.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN  VILLANUEVA-PUCACACA-CHINCHA ALTA-SHIMBILLO-NVO CODO-PICOTA-SANTA ROSILLO-SAN ANTONIO-NVA UNION-WINGE CASPISAPA-PTO RICO Y SAN HILARION, PROVINCIA DE PICOTA - SAN MARTIN",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - PICOTA)"
2513304.0,"CONSTRUCCION DE CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN, PTAP Y RESERVORIO; ADEMÁS DE OTROS ACTIVOS EN EL(LA) SERVICIO DE AGUA POTABLE Y ALCANTARILLADO  DISTRITO DE SAN IGNACIO, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA",Cartera_260824-123814.xlsx,060901,,060901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060901,Coincidencia exacta y única por nombre
2308606.0,"MEJORAMIENTO Y AMPLIACION INSTALACION, DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LOS CENTROS POBLADOS DE BETANIA, LA ESPERANZA, VICTORIA NUEVA Y SAN JUAN DE RIO SORITOR, 4 LOCALIDADES DEL DISTRITO DE NUEVA CAJAMARCA - PROVINCIA DE RIOJA - DEPARTAMENTO DE SAN MARTIN",Cartera_260824-123814.xlsx,220804,,220804,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220804,Coincidencia exacta y única por nombre
2449613.0,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE DESAGÜE EN SARAYACU DEL DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO DE MADRE DE DIOS,Cartera_260824-123814.xlsx,170102,,170102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,170102,Coincidencia exacta y única por nombre
2030757.0,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE NARANJOS, DISTRITO DE PARDO MIGUEL - RIOJA - SAN MARTIN",Cartera_260824-123814.xlsx,220805,,220805,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220805,Coincidencia exacta y única por nombre
2382904.0,CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL CENTRO POBLADO TOTORAL ALTO DEL DISTRITO DE TAMBO GRANDE - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA,Cartera_260824-123814.xlsx,200114,,200114,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200114,Coincidencia exacta y única por nombre
2304889.0,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LA MICROCUENCA PIURAY CORIMARCA, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO",Cartera_260824-123814.xlsx,081302,,081302,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081302,Coincidencia exacta y única por nombre
2225966.0,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE LA VICTORIA, DISTRITO DE PAUCARTAMBO - PASCO - PASCO",Cartera_260824-123814.xlsx,,190107,190107,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"081101, 190107",Distrito PAUCARTAMBO es ambiguo y no se extrajo provincia | Validado por PMI: PAUCARTAMBO
2226480.0,"MEJORAMIENTO, AMPLIACION Y REHABILITACION DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS SERVIDAS DE LA CIUDAD DE CHACHAPOYAS, PROVINCIA DE CHACHAPOYAS - AMAZONAS",Cartera_260824-123814.xlsx,,010101,010101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: CHACHAPOYAS"
2309429.0,"AMPLIACION, MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS OCHO BARRIOS URBANO MARGINALES DE LA LOCALIDAD CURAHUASI, DISTRITO DE CURAHUASI - ABANCAY - APURIMAC",Cartera_260824-123814.xlsx,030104,,030104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030104,Coincidencia exacta y única por nombre
2458493.0,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CREACIÓN DE LA DISPOSICIÓN FINAL DE EXCRETAS  EN LA LOCALIDAD DE SANTA ROSA HUARMITA DEL DISTRITO DE SAN JOSE DE QUERO - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN,Cartera_260824-123814.xlsx,120214,,120214,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120214,Coincidencia exacta y única por nombre
2338522.0,"CREACION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO ANGASH, DISTRITO DE SAN JOSE DEL ALTO - JAEN - CAJAMARCA",Cartera_260824-123814.xlsx,060811,,060811,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060811,Coincidencia exacta y única por nombre
2274607.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE BERNAL, PROVINCIA DE SECHURA - PIURA",Cartera_260824-123814.xlsx,200803,,200803,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200803,Coincidencia exacta y única por nombre
2503730.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE CCOLLCCA, SOYTOCCO, TANTANA Y TALLANA DEL DISTRITO DE ACOCRO - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO",Cartera_260824-123814.xlsx,050102,,050102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,050102,Coincidencia exacta y única por nombre
2236164.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO  DE CORIRE, DISTRITO DE URACA - CASTILLA - AREQUIPA",Cartera_260824-123814.xlsx,040413,,040413,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,040413,Coincidencia exacta y única por nombre
2309153.0,"INSTALACION DEL SISTEMA DE EVACUACIÓN DE AGUAS PLUVIALES DE LA ZONA URBANA DEL DISTRITO DE OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO",Cartera_260824-123814.xlsx,190301,,190301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,190301,Coincidencia exacta y única por nombre
2017371.0,AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE SAN RAMON,Cartera_260824-123814.xlsx,,120305,120305,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SAN RAMON"
2071970.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE TAMBOGAN, DISTRITO DE CHURUBAMBA - HUANUCO - HUANUCO",Cartera_260824-123814.xlsx,100104,,100104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100104,Coincidencia exacta y única por nombre
2168995.0,CONSTRUCCIÓN Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y LETRINAS DE LAS LOCALIDADES DE CHALACALA ALTA Y CHALACALA BAJA - DISTRITO Y PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA,Cartera_260824-123814.xlsx,,200601,200601,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SULLANA"
2456767.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SISTEMA DE ELIMINACION DE EXCRETAS EN LA LOCALIDAD DE HUASCABAMBA DEL  DISTRITO DE CAPACMARCA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,Cartera_260824-123814.xlsx,080702,,080702,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080702,Coincidencia exacta y única por nombre
2611050.0,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE ATACOCHA   DISTRITO DE SANTIAGO DE PISCHA DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE AYACUCHO,Cartera_260824-123814.xlsx,,050111,050111,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito SANTIAGO DE PISCHA DE no encontrado en GPKG | Validado por PMI: SANTIAGO DE PISCHA
2509277.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA CHORINASHI DEL DISTRITO DE RAYMONDI - PROVINCIA DE ATALAYA - DEPARTAMENTO DE UCAYALI,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2483010.0,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN 13 AA. VV DEL DISTRITO DE LA BANDA DE SHILCAYO - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN,Cartera_260824-123814.xlsx,220909,,220909,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220909,Coincidencia exacta y única por nombre
2446787.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO EN LOS SECTORES DE CENTRO Y CORCCAYOC DE LA COMUNIDAD DE PALLPA DEL DISTRITO DE QUIÑOTA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,Cartera_260824-123814.xlsx,080707,,080707,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080707,Coincidencia exacta y única por nombre
2613071.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SANTIAGO DE COLCA   DISTRITO DE SANTIAGO DE PISCHA DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE AYACUCHO,Cartera_260824-123814.xlsx,,050111,050111,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito SANTIAGO DE PISCHA DE no encontrado en GPKG | Validado por PMI: SANTIAGO DE PISCHA
2193289.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO ALTO BOLOGNESI DEL DISTRITO DE SAN IGNACIO - PROVINCIA DE SAN IGNACIO - DEPARTAMENTO DE CAJAMARCA,Cartera_260824-123814.xlsx,060901,,060901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060901,Coincidencia exacta y única por nombre
2160866.0,"CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO DE ORURO Y COMUNIDAD CAMPESINA DE ORURO SECTOR MURUMURUNI, DISTRITO CRUCERO, PROVINCIA CARABAYA, DEPARTAMENTO DE PUNO",Cartera_260824-123814.xlsx,,210306,210306,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: CRUCERO"
2196729.0,"AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO LA VIRGINIA, DISTRITO DE JAEN , PROVINCIA DE JAEN - CAJAMARCA",Cartera_260824-123814.xlsx,060801,,060801,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060801,Coincidencia exacta y única por nombre
2303142.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO BASICO DEL CENTRO POBLADO DE SAN JUAN DE PATARA (SECTOR SAYHUAPATA), DISTRITO DE HUAMANQUIQUIA , PROVINCIA DE VICTOR FAJARDO, DEPARTAMENTO DE AYACUCHO",Cartera_260824-123814.xlsx,051008,,051008,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,051008,Coincidencia exacta y única por nombre
2308363.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO MENOR SAN JOSE , DISTRITO DE YARINACOCHA - CORONEL PORTILLO - UCAYALI",Cartera_260824-123814.xlsx,250105,,250105,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250105,Coincidencia exacta y única por nombre
2295627.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE PUCARARCA , DISTRITO DE SAUCE - SAN MARTIN - SAN MARTIN",Cartera_260824-123814.xlsx,220913,,220913,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220913,Coincidencia exacta y única por nombre
2072295.0,"AMPLIACION, MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE CALCA, PROVINCIA DE CALCA - CUSCO",Cartera_260824-123814.xlsx,,080401,080401,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: CALCA"
2235549.0,"MEJORA Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO DE CHINCHAVITO , DISTRITO DE CHAGLLA - PACHITEA - HUANUCO",Cartera_260824-123814.xlsx,100802,,100802,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100802,Coincidencia exacta y única por nombre
2339108.0,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO EN EL CASERIO NUEVO BELEN, DISTRITO DE MANANTAY - CORONEL PORTILLO - UCAYALI",Cartera_260824-123814.xlsx,250107,,250107,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250107,Coincidencia exacta y única por nombre
