CODIGO_UNICO,NOMBRE_INVERSION,PROVINCIA,DISTRITO,ESTADO,SITUACION,AVANCE_FISICO,AVANCE_EJECUCION,ULT_FEC_DECLA_ESTIM,ANTIGUEDAD_REPORTE_FISICO_DIAS,ANTIGUEDAD_REPORTE_FISICO_ANIOS,TIENE_F12B,TIENE_AVAN_FISICO,PRESUPUESTO_EJECUTADO,COSTO_ACTUALIZADO,ADVERTENCIA_AVANCE_FISICO
2422709,"ADQUISICIÓN DE EQUIPOS DE BOMBEO A TRAVÉS DE LA LÍNEA DE FLUJO, KITS DE VÁLVULAS Y  EN EL(LA) SALA DE IMPULSIÓN N° 01 Y 02 DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE AYABACAS DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,86.12,86.12,2021-09-30 17:56:54,1788.0,4.9,SI,SI,973966.0,1466845.82,Reporte físico desactualizado
2422720,"SANEAMIENTO TÉCNICO LEGAL DE TERRENO PARA EDIFICACIÓN PÚBLICA EN EL(LA) DONDE OPERAN LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO (PROCESO DE INTEGRACIÓN DEL DISTRITO DE CARACOTO A LA EPS SEDAJULIACA S.A.) EN LA LOCALIDAD CARACOTO, DISTRITO DE CARACOTO, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,CARACOTO,ACTIVO,APROBADO,54.79,54.79,2021-09-30 17:57:36,1788.0,4.9,SI,SI,32000.0,58408.7,Reporte físico desactualizado
2422583,"ADQUISICIÓN DE MEDIDOR DE CAUDAL EN EL(LA) RESERVORIOS N° 01, 02, 03, 04, 05 Y 06 DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,53.75,53.75,2021-09-30 17:55:24,1788.0,4.9,SI,SI,541163.0,1188020.24,Reporte físico desactualizado
2422740,"ADQUISICIÓN DE MEDIDORES DE AGUA EN EL(LA) PARQUE DE MEDIDORES DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,79.71,79.71,2021-09-30 17:14:00,1788.0,4.9,SI,SI,279715.0,968330.66,Reporte físico desactualizado
2422746,"ADQUISICIÓN DE KITS DE VÁLVULAS REPARACIÓN DE BUZONES CONSTRUCCIÓN DE BUZONES EN EL(LA) SISTEMA DE SANEAMIENTO URBANO (POR PROCESO DE INTEGRACION DEL DISTRITO DE CARACOTO A LA EPS SEDAJULIACA S.A.) EN LA LOCALIDAD CARACOTO, DISTRITO DE CARACOTO, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,CARACOTO,ACTIVO,APROBADO,76.73,76.73,2021-09-30 18:00:25,1788.0,4.9,SI,SI,34850.0,65886.81,Reporte físico desactualizado
2422349,"ADQUISICIÓN DE ESTACIÓN DE BOMBEO EN EL(LA) PLANTA DE TRATAMIENTO DE AGUA POTABLE - AYABACAS DE LA EPS SEDAJULIACA SA EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,89.54,89.54,2021-09-30 17:09:53,1788.0,4.9,SI,SI,741079.0,1324285.45,Reporte físico desactualizado
2422591,"ADQUISICIÓN DE VÁLVULAS DE CONTROL Y VÁLVULA DE AIRE EN EL(LA) SISTEMA DE DISTRIBUCIÓN DE AGUA POTABLE DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,50.4,50.4,2021-09-30 16:21:34,1788.0,4.9,SI,SI,126099.0,295223.53,Reporte físico desactualizado
2422675,"ADQUISICIÓN DE KITS DE MUESTREO Y PRUEBAS DEL AGUA EN EL(LA) LABORATORIO DE CONTROL DE CALIDAD Y SALA DE CLORACIÓN DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE AYABACAS DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,100.0,100.0,2021-09-30 17:51:23,1788.0,4.9,SI,SI,405121.0,231498.2,Reporte físico desactualizado
2422594,"RENOVACIÓN DE LÍNEA DE IMPULSIÓN EN EL(LA) SISTEMA DE ALCANTARILLADO, DEL CAISSON CENTRAL A LA PLANTA DE TRATAMIENTO DE AGUA RESIDUAL DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,84.7,84.7,2021-09-30 18:10:14,1788.0,4.9,SI,SI,452843.0,630780.71,Reporte físico desactualizado
2422703,"ADQUISICIÓN DE PARTES Y ACCESORIOS PARA EL MANEJO DE TUBERÍA EN EL(LA) GALERÍA DE TUBERÍAS DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE AYABACAS DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,75.36,75.36,2021-09-30 17:21:46,1788.0,4.9,SI,SI,163983.0,256760.36,Reporte físico desactualizado
2422553,"ADQUISICIÓN DE KITS DE VÁLVULAS Y EQUIPOS DE BOMBEO A TRAVÉS DE LA LÍNEA DE FLUJO EN EL(LA) RESERVORIOS N° 02, 03 Y 04 DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,67.44,67.44,2021-09-30 17:48:45,1788.0,4.9,SI,SI,195698.0,342391.96,Reporte físico desactualizado
2422673,"ADQUISICIÓN DE EQUIPOS DE BOMBEO A TRAVÉS DE LA LÍNEA DE FLUJO EN EL(LA) CÁMARAS DE BOMBEO AUXILIARES N° 01, 02, 03, 04, 05, 06, 07 Y 08 DEL SISTEMA DE ALCANTARILLADO DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,ACTIVO,APROBADO,89.36,89.36,2021-09-30 16:55:15,1788.0,4.9,SI,SI,1104583.0,2196480.49,Reporte físico desactualizado
2245681,"INSTALACION Y AMPLIACIÓN DEL SISTEMA DE SANEAMIENTO BÁSICO EN LAS COMUNIDADES DE CÉSAR VALLEJO, SAPAPUJIO, POTONI CANGALLI, JILA CAJAMARCA, JILA INAMPO, ANTAPARADA Y COLLPAPAMPA-VILUYO, DISTRITO DE POTONI - AZANGARO - PUNO",AZANGARO,POTONI,ACTIVO,VIABLE,87.32,88.02,2021-10-06 13:47:06,1782.0,4.9,SI,SI,7476352.79,7883344.88,Reporte físico desactualizado
2513192,"ADQUISICION DE TERRENO EN EL(LA) PARA CAPTACION, RESERVORIO Y PTAP DEL SISTEMA DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD COLLANA, DISTRITO DE ACHAYA, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",AZANGARO,ACHAYA,ACTIVO,APROBADO,100.0,60.59,2021-10-22 11:50:40,1766.0,4.8,SI,SI,10000.0,16504.0,Reporte físico desactualizado
2276883,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE KENAMARI BAJO Y PUKATORRE, DISTRITO DE LLALLI - MELGAR - PUNO",MELGAR,LLALLI,ACTIVO,VIABLE,100.0,100.0,2021-11-09 12:49:55,1748.0,4.8,SI,SI,1535097.95,1536665.27,Reporte físico desactualizado
2225246,"MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE, ALCANTARILLADO Y PTAR EN LA LOCALIDAD DE LLALLI, DISTRITO DE LLALLI - MELGAR - PUNO",MELGAR,LLALLI,ACTIVO,VIABLE,100.0,100.0,2021-11-09 12:47:22,1748.0,4.8,SI,SI,6998490.83,6998490.83,Reporte físico desactualizado
2336732,"CREACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN EL SECTOR TRIUNFO SANTA MARIA DE LA COMUNIDAD DE HUANACOMAYO DEL, DISTRITO DE SAN ANTON - AZANGARO - PUNO",AZANGARO,SAN ANTON,ACTIVO,VIABLE,99.57,99.57,2021-11-25 10:41:02,1732.0,4.7,SI,SI,2083830.22,2084393.48,Reporte físico desactualizado
2019248,AMPLIACIÓN Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE YUNGUYO,YUNGUYO,YUNGUYO,ACTIVO,VIABLE,99.4,99.44,2021-12-02 14:09:42,1725.0,4.7,SI,SI,34801703.83,34847849.93,Reporte físico desactualizado
2307070,"MEJORAMIENTO DEL ABASTECIMIENTO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA PARCIALIDAD CENTRAL CHIARAQUE, DISTRITO DE JULI, PROVINCIA DE CHUCUITO - PUNO",CHUCUITO,JULI,ACTIVO,VIABLE,87.96,85.48,2021-12-13 12:08:00,1714.0,4.7,SI,SI,38929.8,104958.27,Reporte físico desactualizado
2307401,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO INTEGRAL EN EL SECTOR CENTRAL DE LA COMUNIDAD CAMPESINA DE JATUN SAYNA, DISTRITO DE MACARI - MELGAR - PUNO",MELGAR,MACARI,ACTIVO,VIABLE,99.18,99.22,2021-12-22 15:31:39,1705.0,4.7,SI,SI,1861789.0,1865726.97,Reporte físico desactualizado
2311764,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS  EN EL SECTOR DE SANTA ANA, DISTRITO DE SAN JUAN DEL ORO - SANDIA - PUNO",SANDIA,SAN JUAN DEL ORO,ACTIVO,VIABLE,100.0,98.12,2021-12-30 20:14:29,1697.0,4.6,SI,SI,3693908.35,3698763.93,Reporte físico desactualizado
2277210,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SERVICIOS HIGIENICOS EN LAS C.C. CENTRO PAYLLA, NORTE PAYLLA, SUR PAYLLA Y MIRAFLORES, DISTRITO DE UMACHIRI - MELGAR - PUNO",MELGAR,UMACHIRI,ACTIVO,VIABLE,100.0,100.0,2022-01-10 20:14:30,1686.0,4.6,SI,SI,9282323.66,9283436.31,Reporte físico desactualizado
2286380,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL CENTRO POBLADO DE SAN MIGUEL DE PAMPA GRANDE, DISTRITO DE SAN PEDRO DE PUTINA PUNCU - SANDIA - PUNO",SANDIA,SAN PEDRO DE PUTINA PUNCO,ACTIVO,VIABLE,100.0,98.88,2022-01-16 16:16:27,1680.0,4.6,SI,SI,3698999.47,3742829.3,Reporte físico desactualizado
2309673,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL CENTRO POBLADO DE CURVA ALEGRE, DISTRITO DE SAN PEDRO DE PUTINA PUNCU - SANDIA - PUNO",SANDIA,SAN PEDRO DE PUTINA PUNCO,ACTIVO,VIABLE,67.54,66.45,2022-01-16 16:52:17,1680.0,4.6,SI,SI,3330702.51,3534974.83,Reporte físico desactualizado
2226138,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE HILATA Y SECTORES DE PATASCACHI, CARCA CUCHO, HUERTA CUYO, CURASIA Y TITILE, DISTRITO DE TILALI - MOHO - PUNO",MOHO,TILALI,ACTIVO,VIABLE,95.46,95.68,2022-01-31 12:55:19,1665.0,4.6,SI,SI,3882240.07,4109586.66,Reporte físico desactualizado
2182827,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE E INSTALACION LETRINAS SANITARIAS  EN EL CENTRO POBLADO SULLCA Y SUS OCHO SECTORES, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-02-02 17:02:15,1663.0,4.6,SI,SI,6914199.77,7003240.0,Reporte físico desactualizado
2239707,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS SANITARIAS EN LA PARCIALIDAD DE MALLCUSUCA CENTRAL, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-02-03 09:04:15,1662.0,4.6,SI,SI,689629.65,708089.47,Reporte físico desactualizado
2195473,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO QUELLAHUYO POMAOCA, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-02-03 09:35:49,1662.0,4.6,SI,SI,5055852.48,5083624.5,Reporte físico desactualizado
2221039,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS  EN LOS SECTORES ALTO, MEDIO Y BAJO DE LA COMUNIDAD CAMPESINA SORAYCHO UMABAMBA, DISTRITO DE COJATA - HUANCANE - PUNO",HUANCANE,COJATA,ACTIVO,VIABLE,100.0,97.99,2022-02-14 10:58:25,1651.0,4.5,SI,SI,2343085.28,2520888.46,Reporte físico desactualizado
2540347,"ADQUISICION DE TERRENO EN EL(LA) SISTEMA DE AGUA POTABLE E INSTALACIÓN DE LETRINAS CON ARRASTRE HIDRÁULICO EN LA PARCIALIDAD DE AYAGACHI DEL  DISTRITO DE CABANA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,CABANA,ACTIVO,APROBADO,100.0,100.0,2022-03-31 13:20:45,1606.0,4.4,SI,SI,9000.0,9000.0,Reporte físico desactualizado
2199142,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO  PAJANA SAN AGUSTIN, DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",YUNGUYO,YUNGUYO,ACTIVO,VIABLE,100.0,100.0,2022-04-07 16:44:53,1599.0,4.4,SI,SI,7825871.12,7825871.12,Reporte físico desactualizado
2457632,MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y BAÑOS DIGNOS EN LA PARCIALIDAD DE CHIASI DEL DISTRITO DE MOHO - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO,MOHO,MOHO,ACTIVO,VIABLE,100.0,98.35,2022-04-08 16:03:57,1598.0,4.4,SI,SI,254049.76,254743.98,Reporte físico desactualizado
2473668,"ADQUISICION DE BOMBA DE AGUA Y CÉLULAS FOTOVOLTAICAS EN EL(LA) SISTEMA DE AGUA POTABLE DEL CENTRO POBLADO JACHA PARU DEL  DISTRITO DE MOHO, PROVINCIA MOHO, DEPARTAMENTO PUNO",MOHO,MOHO,ACTIVO,APROBADO,100.0,100.0,2022-04-08 16:19:33,1598.0,4.4,SI,SI,96313.0,102383.22,Reporte físico desactualizado
2239798,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LAS PARCIALIDADES DE HUANCACUCHO Y TINTILIZA DEL C.P. OCCOPAMPA, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-04-08 16:00:40,1598.0,4.4,SI,SI,1045997.59,1058906.43,Reporte físico desactualizado
2461436,"ADQUISICION DE PANEL INFORMATIVO Y GASTOS GENERALES DE RIEGO CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA, LÍNEA DE CONDUCCIÓN, KITS DE CÁMARAS, TANQUES DE ALMACENAMIENTO DE AGUA, LÍNEA DE ADUCCIÓN, VÁLVULAS DE CONTROL, TRANSPORTES INTEGRADOS DE CARGA Y KITS DE VÁLVULAS EN EL(LA) PARA EL MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD UNTUCA, DISTRITO DE QUIACA, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,QUIACA,ACTIVO,APROBADO,100.0,98.15,2022-04-13 17:12:15,1593.0,4.4,SI,SI,106471.7,107830.66,Reporte físico desactualizado
2504204,"CONSTRUCCION DE RED DE ALCANTARILLADO RENOVACION DE RED SECUNDARIA EN EL(LA) AVENIDA LOS INCAS, JIRÓN COLLANA,  JIRÓN TÚPAC AMARU,  AVENIDA  PUNO Y ZONA CENTRO URBANO  DEL  DISTRITO DE PAUCARCOLLA, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PAUCARCOLLA,ACTIVO,APROBADO,100.0,98.93,2022-04-19 15:30:40,1587.0,4.3,SI,SI,311180.41,362532.51,Reporte físico desactualizado
2486388,"CONSTRUCCION DE RESERVORIO, LÍNEA DE CONDUCCIÓN, LÍNEA DE ADUCCIÓN Y CERCO PERIMÉTRICO EN EL(LA) LOCALIDAD DE CRUCERO  DISTRITO DE CRUCERO, PROVINCIA CARABAYA, DEPARTAMENTO PUNO",CARABAYA,CRUCERO,ACTIVO,APROBADO,45.68,37.62,2022-04-19 16:18:39,1587.0,4.3,SI,SI,1075105.79,1225560.35,Reporte físico desactualizado
2518954,"CREACION DEL SERVICIO DE ALCANTARILLADO SANITARIO, TRATAMIENTO DE AGUAS RESIDUALES Y UNIDADES BASICAS DE SANEAMIENTO EN LA LOCALIDAD DE TAQUIPALCA DEL DISTRITO DE COASA - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO",CARABAYA,COASA,ACTIVO,VIABLE,85.96,84.02,2022-04-20 10:52:43,1586.0,4.3,SI,SI,540623.4,586747.59,Reporte físico desactualizado
2433475,MEJORAMIENTO DEL SERVICIO HIGIÉNICO DE LA GOBERNACIÓN DE ROSASPATA DEL DISTRITO DE ROSASPATA - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO,HUANCANE,ROSASPATA,ACTIVO,VIABLE,90.0,86.45,2022-04-22 14:49:29,1584.0,4.3,SI,SI,25353.0,27206.79,Reporte físico desactualizado
2535577,"CONSTRUCCION DE SISTEMA DE BOMBEO EN EL(LA) SERVICIO DE ABASTECIMIENTO DE AGUA MEDIANTE SISTEMA DE BOMBEO FOTOVOLTAICO EN LA LOCALIDAD CCORPA, DISTRITO DE PUSI, PROVINCIA HUANCANE, DEPARTAMENTO PUNO",HUANCANE,PUSI,ACTIVO,APROBADO,95.77,91.25,2022-04-22 11:24:09,1584.0,4.3,SI,SI,163330.69,181949.71,Reporte físico desactualizado
2303556,"INSTALACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y UNIDADES BÁSICAS DE SANEAMIENTO RURAL EN PAUCARCOLLA, DISTRITO DE PAUCARCOLLA - PUNO - PUNO",PUNO,PAUCARCOLLA,ACTIVO,VIABLE,7.58,7.17,2022-04-26 15:43:56,1580.0,4.3,SI,SI,482287.4,20434681.47,Reporte físico desactualizado
2521270,"CONSTRUCCION DE INFRAESTRUCTURA DE ALMACENAMIENTO EN EL(LA) TALLER MANTO DE LA EMPRESA MUNICIPAL DE SANEAMIENTO BASICO DE LA CIUDAD DE PUNO,  DISTRITO DE PUNO, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PUNO,ACTIVO,APROBADO,93.0,93.62,2022-04-26 08:19:48,1580.0,4.3,SI,SI,145558.87,156368.49,Reporte físico desactualizado
2293836,"INSTALACION DEL SISTEMA DE SERVICIOS DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN LOS SECTORES DE CCANLLICUNCA Y BUENA VISTA, DISTRITO DE SANTA ROSA - MELGAR - PUNO",MELGAR,SANTA ROSA,ACTIVO,VIABLE,100.0,100.0,2022-05-16 12:08:47,1560.0,4.3,SI,SI,2112098.48,2139491.77,Reporte físico desactualizado
2527434,"CONSTRUCCION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y RED DE ALCANTARILLADO EN EL(LA) JIRON PUNO Y JIRON LAS FLORES DEL  DISTRITO DE CABANILLAS, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,CABANILLAS,ACTIVO,APROBADO,100.0,90.88,2022-06-08 15:37:28,1537.0,4.2,SI,SI,95666.6,103083.33,Reporte físico desactualizado
2520152,"CONSTRUCCION DE RED DE ALCANTARILLADO EN EL(LA) JIRON HORTENCIA ARANA 2 CUADRA 3 4 Y 5, JIRON UNION, JIRON ARAPA CUADRA 1 Y 2, JIRON SAN ROMAN CUADRA 7 Y 8, JIRON TACNA CUADRA 3 Y 4, JIRON PUNO CUADRA 1 3 Y 4, EN EL BARRIO CONRADO KRETZ LENZ, DISTRITO DE ARAPA, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",AZANGARO,ARAPA,ACTIVO,APROBADO,80.14,77.87,2022-06-29 11:31:55,1516.0,4.2,SI,SI,111057.8,112307.79,Reporte físico desactualizado
2276287,"INSTALACION DEL SISTEMA DE SERVICIOS DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN EL SECTOR HUAMACUNCA, DISTRITO DE SANTA ROSA - MELGAR - PUNO",MELGAR,SANTA ROSA,ACTIVO,VIABLE,100.0,100.0,2022-07-25 16:25:09,1490.0,4.1,SI,SI,1382000.98,1401539.13,Reporte físico desactualizado
2445126,"ADQUISICION DE CÉLULAS FOTOVOLTAICAS EN EL(LA) CENTRO POBLADO DE ULLACACHI EN LA LOCALIDAD ULLACACHI, DISTRITO DE ILAVE, PROVINCIA EL COLLAO, DEPARTAMENTO PUNO",EL COLLAO,ILAVE,ACTIVO,APROBADO,100.0,97.05,2022-08-08 12:25:53,1476.0,4.0,SI,SI,181392.87,194782.22,Reporte físico desactualizado
2037260,CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD CAMPESINA DE ALFARO PUCARANI - DISTRITO DE ILAVE - PROVINCIA DE EL COLLAO - DEPARTAMENTO DE PUNO,EL COLLAO,ILAVE,ACTIVO,VIABLE,100.0,98.47,2022-08-09 16:44:54,1475.0,4.0,SI,SI,617605.83,718730.33,Reporte físico desactualizado
2300861,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LAS COMUNIDADES CAMPESINAS DEL CENTRO POBLADO DE JACHOCCO HUARACCO  DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",EL COLLAO,ILAVE,ACTIVO,VIABLE,97.05,97.08,2022-08-09 16:58:37,1475.0,4.0,SI,SI,14489195.67,14509670.27,Reporte físico desactualizado
2531195,"RENOVACION DE RESERVORIO Y CÁMARA DE VÁLVULAS EN EL(LA) SISTEMA DE AGUA POTABLE TIQUI PARQUI EN LA LOCALIDAD YOCATA, DISTRITO DE CHUCUITO, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,CHUCUITO,ACTIVO,APROBADO,91.3,91.3,2022-09-18 07:02:33,1435.0,3.9,SI,SI,45120.4,47620.4,Reporte físico desactualizado
2499992,"CONSTRUCCION DE CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y RED DE ALCANTARILLADO EN EL(LA) BARRIO SAN FELIPE DE LA LOCALIDAD DE ANANEA DEL DISTRITO DE ANANEA, PROVINCIA SAN ANTONIO DE PUTINA, DEPARTAMENTO PUNO",SAN ANTONIO DE PUTINA,ANANEA,ACTIVO,APROBADO,100.0,100.0,2022-09-19 17:35:02,1434.0,3.9,SI,SI,557139.1,557195.96,Reporte físico desactualizado
2199131,"INSTALACION DE SISTEMA DE AGUA POTABLE Y LETRINAS EN EL SECTOR PANCCA YANCAÑA , DISTRITO DE SANTA ROSA - MELGAR - PUNO",MELGAR,SANTA ROSA,ACTIVO,VIABLE,100.0,92.82,2022-10-15 17:51:29,1408.0,3.9,SI,SI,692264.3,781864.81,Reporte físico desactualizado
2293521,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE AMOYO, DISTRITO DE SANDIA , PROVINCIA DE SANDIA - PUNO",SANDIA,SANDIA,ACTIVO,VIABLE,100.0,100.0,2022-11-10 10:06:17,1382.0,3.8,SI,SI,4311480.44,4774561.3,Reporte físico desactualizado
2275299,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE SANEAMIENTO BÁSICO EN EL CENTRO POBLADO DE PALCA, DISTRITO DE OLLACHEA, DEPARTAMENTO DE PUNO",CARABAYA,OLLACHEA,ACTIVO,VIABLE,99.85,99.85,2022-11-15 23:10:12,1377.0,3.8,SI,SI,4261123.28,4664751.84,Reporte físico desactualizado
2519992,"CONSTRUCCION DE POZO, LÍNEA DE IMPULSIÓN, RESERVORIO Y LÍNEA DE ADUCCIÓN ADEMÁS DE OTROS ACTIVOS EN EL(LA) SISTEMA DE AGUA POTABLE  DISTRITO DE DESAGUADERO, PROVINCIA CHUCUITO, DEPARTAMENTO PUNO",CHUCUITO,DESAGUADERO,ACTIVO,APROBADO,80.1,80.06,2022-12-17 17:26:53,1345.0,3.7,SI,SI,1030627.57,1042355.06,Reporte físico desactualizado
2301308,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LOS OCHO SECTORES DEL CENTRO POBLADO DE UMUCHI, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-12-20 22:06:13,1342.0,3.7,SI,SI,6965363.18,7059979.98,Reporte físico desactualizado
2532239,CREACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA PARCIALIDAD DE CACHUATA DEL DISTRITO DE MOHO - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO,MOHO,MOHO,ACTIVO,VIABLE,100.0,97.94,2022-12-20 14:48:12,1342.0,3.7,SI,SI,372524.85,380321.68,Reporte físico desactualizado
2217406,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y LETRINAS SANITARIAS EN EL CENTRO POBLADO DE HUARAYA Y SUS PARCIALIDADES, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,100.0,2022-12-20 22:03:07,1342.0,3.7,SI,SI,7093507.57,7168003.62,Reporte físico desactualizado
