Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
274.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2252177.0,,PROYECTO DE INVERSION,"REHABILITACION DE LAS REDES DE AGUA Y ALCANTARILLADO DE LOS SECTORES CIRCUNVALACION CUAJONE, MIGUEL GRAU, LOS OLIVOS Y MIRAMAR PARTE ALTA, DISTRITO Y PROVINCIA DE ILO, REGION MOQUEGUA",SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,8142627,1990143,6009954,5989402.0,163082.0,0.0,0.0,Cartera_260824-123814.xlsx,,180301,180301,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: ILO"
275.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2262934.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO BASICO EN LA LOCALIDAD DE LUCMABAMBA , DISTRITO DE CHOLON - MARANON - HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3624575,2323742,230745,593330.0,409317.94,0.0,0.0,Cartera_260824-123814.xlsx,100702,,100702,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100702,Coincidencia exacta y única por nombre
276.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2281449.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO ALTO CHICHIRENE , DISTRITO DE PANGOA - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2574500,1846033,530785,554968.0,116228.19,0.0,0.0,Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
277.0,C,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2166795.0,,PROYECTO DE INVERSION,"AMPLIACION, RENOVACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE CHIVAY,PROVINCIA DE CAYLLOMA, AREQUIPA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,25636378,18655109,0,0.0,6981269.0,0.0,0.0,Cartera_260824-123814.xlsx,,040501,040501,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: CHIVAY"
278.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2196730.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD DE CONGONA , DISTRITO DE CANARIS - FERRENAFE - LAMBAYEQUE",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4047262,3076328,826700,172005.0,144234.04,0.0,0.0,Cartera_260824-123814.xlsx,140202,,140202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140202,Coincidencia exacta y única por nombre
279.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2168847.0,,PROYECTO DE INVERSION,CONSTRUCCIÓN DEL SISTEMA DE AGUA  POTABLE  Y  SANEAMIENTO BÁSICO DE LA LOCALIDAD DE CHILACO SUR- DISTRITO DE SULLANA - PROVINCIA DE SULLANA - DEPARTAMENTO PIURA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7469222,5473671,272489,180000.0,1297156.83,0.0,0.0,Cartera_260824-123814.xlsx,200601,,200601,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200601,Coincidencia exacta y única por nombre
280.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2466387.0,,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA Y DESAGUE EN LA COMUNIDAD DE WASHIENTSA  DISTRITO DE ANDOAS - PROVINCIA DE DATEM DEL MARAÑON - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8353069,5267504,3040519,3040519.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,160706,,160706,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160706,Coincidencia exacta y única por nombre
280.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235515.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO PENA BLANCA , DISTRITO DE PAMPAS DE HOSPITAL - TUMBES - TUMBES",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4475044,3360615,424565,297998.0,116607.5,0.0,0.0,Cartera_260824-123814.xlsx,240104,,240104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,240104,Coincidencia exacta y única por nombre
281.0,B2,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2200859.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE ALFONSO UGARTE , DISTRITO DE CAYNARACHI - LAMAS - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8828926,348962,769434,789434.0,5158291.0,2532239.0,0.0,Cartera_260824-123814.xlsx,220504,,220504,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220504,Coincidencia exacta y única por nombre
282.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2202940.0,,PROYECTO DE INVERSION,"INSTALACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO  EN LA LOCALIDAD DE TAURIPAMPA, DISTRITO DE LAJAS, PROVINCIA DE CHOTA, DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8957102,7930875,44152,64152.0,982074.86,0.0,0.0,Cartera_260824-123814.xlsx,060410,,060410,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060410,Coincidencia exacta y única por nombre
282.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2243422.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA Y SANEAMIENTO DE LA VILLA DE ACOBAMBA DEL DISTRITO DE APARICIO POMARES - PROVINCIA DE YAROWILCA - DEPARTAMENTO DE HUANUCO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5022099,3001509,2015910,2015910.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,101104,,101104,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,101104,Coincidencia exacta y única por nombre
283.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2265352.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO SANTA ELENA , DISTRITO DE SOCOTA - CUTERVO - CAJAMARCA",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,2700739,72142,0,0.0,165215.0,0.0,0.0,Cartera_260824-123814.xlsx,060614,,060614,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060614,Coincidencia exacta y única por nombre
284.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235707.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE EL LIRIO , DISTRITO DE PACCHA - CHOTA - CAJAMARCA",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,2860802,94475,0,0.0,1382326.92,0.0,0.0,Cartera_260824-123814.xlsx,,060413,060413,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"120806, 060413, 120423",Distrito PACCHA es ambiguo y no se extrajo provincia | Validado por PMI: PACCHA
285.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235611.0,,PROYECTO DE INVERSION,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO DE PAMPA HERMOSA¿DISTRITO DE TROMPETEROS, PROVINCIA DE LORETO, REGIÓN LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6674009,2855347,2155135,3435349.0,1662819.0,0.0,0.0,Cartera_260824-123814.xlsx,160304,,160304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160304,Coincidencia exacta y única por nombre
286.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2636419.0,,PROYECTO DE INVERSION,"CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN CASERIO DE SANTA RITA , Y EL SECTOR NUEVO PIURITA   DISTRITO DE CALLAYUC DE LA PROVINCIA DE CUTERVO DEL DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,6415344,1810740,2513947,1000000.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,,060602,060602,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito CALLAYUC DE no encontrado en GPKG | Validado por PMI: CALLAYUC
286.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2335912.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD DE CANA EDÉN, DISTRITO DE RIO TAMBO - SATIPO - JUNIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,13926158,7913513,5983034,5861091.0,59878.56,0.0,0.0,Cartera_260824-123814.xlsx,120608,,120608,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120608,Coincidencia exacta y única por nombre
287.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2170953.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LA LOCALIDAD DE COCHABAMBA, DISTRITO SAN LUIS, PROVINCIA CARLOS FERMÍN FITZCARRALD, REGIÓN ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2792844,87475,0,0.0,283230.11,0.0,0.0,Cartera_260824-123814.xlsx,,020701,020701,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: SAN LUIS"
288.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235610.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE LAS PALMAS , DISTRITO DE PACCHA - CHOTA - CAJAMARCA",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,2683619,70207,0,0.0,1293411.96,0.0,0.0,Cartera_260824-123814.xlsx,,060413,060413,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"120806, 060413, 120423",Distrito PACCHA es ambiguo y no se extrajo provincia | Validado por PMI: PACCHA
288.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2595054.0,,PROYECTO DE INVERSION," MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE CRUZ LOMAS,   DISTRITO DE PROVIDENCIA DE LA PROVINCIA DE LUYA DEL DEPARTAMENTO DE AMAZONAS",SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,8158096,5874367,2283730,1056652.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,,010515,010515,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito PROVIDENCIA DE no encontrado en GPKG | Validado por PMI: PROVIDENCIA
289.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2308375.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE SANEAMIENTO DEL CENTRO POBLADO DE AMANGAY , DISTRITO DE HUAYO - PATAZ - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2755354,2083919,569168,227706.0,102267.4,0.0,0.0,Cartera_260824-123814.xlsx,130806,,130806,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130806,Coincidencia exacta y única por nombre
290.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2263854.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE QUEUNA GRANDE , DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5216918,4683412,0,10000.0,50000.0,0.0,0.0,Cartera_260824-123814.xlsx,081105,,081105,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081105,Coincidencia exacta y única por nombre
290.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2606578.0,,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE JICATE BAJO   DISTRITO DE HUANCABAMBA DE LA PROVINCIA DE HUANCABAMBA DEL DEPARTAMENTO DE PIURA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,7645899,4797999,2152295,2120295.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,,200301,200301,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito HUANCABAMBA DE no encontrado en GPKG | Validado por PMI: HUANCABAMBA
291.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2259273.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD YANAHUANCA , DISTRITO DE MARCARA - CARHUAZ - ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2658204,1872580,721181,421157.0,96443.45,0.0,0.0,Cartera_260824-123814.xlsx,020606,,020606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,020606,Coincidencia exacta y única por nombre
291.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2436607.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y TRATAMIENTO DE EXCRETAS  EN LA LOCALIDAD DE LICLAPAMPA Y HUAPA CHACUN DEL DISTRITO DE JESUS - PROVINCIA DE LAURICOCHA - DEPARTAMENTO DE HUANUCO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6515280,4971855,1543425,1543425.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,101001,,101001,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,101001,Coincidencia resuelta usando provincia LAURICOCHA
292.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2569906.0,,PROYECTO DE INVERSION,"CREACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN LOS CASERIOS MARCOPAMPA, CARDA, SANTA ROSA, SALITRE, MISQUIMACHAY Y CATAHUA,  DISTRITO DE SAN FELIPE - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8733548,4502131,2359854,2359854.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,060810,,060810,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060810,Coincidencia exacta y única por nombre
292.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235536.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE SAN MARTIN DE PAJONAL, DISTRITO DE CANCHAQUE - HUANCABAMBA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5155904,4229431,0,0.0,926472.93,0.0,0.0,Cartera_260824-123814.xlsx,200302,,200302,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200302,Coincidencia exacta y única por nombre
293.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235527.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO EN LA LOCALIDAD DE MUSADEN , DISTRITO DE CORTEGANA - CELENDIN - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,9017524,7487561,37378,10000.0,292584.43,0.0,0.0,Cartera_260824-123814.xlsx,060303,,060303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060303,Coincidencia exacta y única por nombre
294.0,Z,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235706.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE EDELMIRA, PROVINCIA DE SAN MARCOS - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8085258,260272,796214,1045814.0,2000000.0,5169595.93,0.0,Cartera_260824-123814.xlsx,,061001,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (PEDRO GALVEZ) no encontrado en nombre de inversión"
294.0,B0,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2505605.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y RED DE ALCANTARILLADO DE LAS LOCALIDADES DE NUEVO TINGO Y BAJO TINGO  DISTRITO DE TINGO - PROVINCIA DE LUYA - DEPARTAMENTO DE AMAZONAS,SANEAMIENTO,SANEAMIENTO RURAL,SANEAMIENTO,11937986,4547940,1248965,1248965.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,010522,,010522,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010522,Coincidencia exacta y única por nombre
295.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2260542.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE COPAL URCO , DISTRITO DE NAPO - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,9034641,720911,484894,4886580.0,5121042.11,0.0,0.0,Cartera_260824-123814.xlsx,160107,,160107,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160107,Coincidencia exacta y única por nombre
296.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251237.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO HUALLA , DISTRITO DE LARES - CALCA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3914486,2949299,809182,157604.0,814352.17,0.0,0.0,Cartera_260824-123814.xlsx,080404,,080404,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080404,Coincidencia exacta y única por nombre
296.0,B3,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412055.0,118.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SAN GABRIEL DEL DISTRITO DE URARINAS - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4489795,398351,103242,103242.0,2392921.0,1623522.49,75000.0,Cartera_260824-123814.xlsx,160305,,160305,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160305,Coincidencia exacta y única por nombre
297.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2336901.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE UBS EN LOS CASERÍOS ENABEN, CHALABAMBA Y YALEN, DISTRITO BOLÍVAR, PROVINCIA DE BOLIVAR - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6825913,4909887,1956285,1956285.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,,130301,130301,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: BOLIVAR"
297.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2400849.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE SANTO TOMAS , DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,12509696,10546948,880920,81910.0,1880838.37,0.0,0.0,Cartera_260824-123814.xlsx,,160113,160113,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050110, 160113, 110110",Distrito SAN JUAN BAUTISTA es ambiguo y no se extrajo provincia | Validado por PMI: SAN JUAN BAUTISTA
298.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235521.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE VISTA ALEGRE , DISTRITO DE SANTA ROSA - JAEN - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3836216,2678969,833125,896689.0,136000.33,0.0,0.0,Cartera_260824-123814.xlsx,,060812,060812,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"050507, 220304, 060812, 021510, 210504, 210808, 010610, 140114, 030710, 150139",Distrito SANTA ROSA es ambiguo y no se extrajo provincia | Validado por PMI: SANTA ROSA
300.0,B1,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251051.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO PAITOJA , DISTRITO DE SORITOR - MOYOBAMBA - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3060831,2269957,559066,125805.0,736719.04,0.0,0.0,Cartera_260824-123814.xlsx,220105,,220105,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220105,Coincidencia exacta y única por nombre
