CODIGO_UNICO,NOMBRE_INVERSION,PROVINCIA,DISTRITO,LATITUD,LONGITUD,TIPO_COORDENADA,EPS_PRESTACION,TIENE_EPS_PRESTACION,DENTRO_EPS,CATEGORIA_COORD
2235909,"INSTALACION DEL SISTEMA AGUA POTABLE Y SANEAMIENTO EN LAS COMUNIDADES DE SAN MIGUEL DE PIÑUTANI, LACOTUYO CHOCONAPI Y LA PARCIALIDAD DE SAN PEDRO DE MOROCOLLO DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",EL COLLAO,ILAVE,-16.2344765,-69.6749664,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2488413,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE EN LAS COMUNIDADES Y PARCIALIDADES DE ZONA LAGO DEL DISTRITO DE HUANCANE - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO,HUANCANE,HUANCANE,-15.20331632999995,-69.76082195999999,OFICIAL_ORIGINAL,EPS NOR PUNO S.A.,SI,SI,OFICIAL
2209723,"INSTALACION DEL SISTEMA FAMILIAR DE TRATAMIENTO DE AGUAS RESIDUALES EN LAS COMUNIDADES Y PARCIALIDADES DE LA ZONA JORGE BASADRE Y ZONA LAGO, DISTRITO DE HUANCANE, PROVINCIA DE HUANCANE - PUNO",HUANCANE,HUANCANE,-15.1842883,-69.8235022,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2311215,"AMPLIACION Y CREACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS URBANIZACIONES AZIRUNI III ETAPA (CIUDAD JARDÍN) Y SAN SANTIAGO DEL CENTRO POBLADO DE JAYLLIHUAYA, DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",PUNO,PUNO,-15.8787471,-69.9751057,APROXIMADA_LOCALIDAD,EMSAPUNO S.A.,SI,SI,APROXIMADA
2305251,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS , EN LA COMUNIDAD CAMPESINA DE CAPULLANI, PROVINCIA DE PUNO - PUNO",PUNO,PUNO,-15.8407499,-70.0284053,APROXIMADA_DISTRITO,EMSAPUNO S.A.,SI,SI,APROXIMADA
2153862,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LA LOCALIDAD DE ISCAYAPI, DISTRITO ARAPA, PROVINCIA AZÁNGARO, DEPARTAMENTO DE PUNO",AZANGARO,ARAPA,-15.1391169,-70.1095722,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2613435,"REPARACION DE SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES CONSTRUCCION DE CERCO PERIMETRICO, SISTEMA DE BOMBEO Y LÍNEA DE IMPULSIÓN EN EL(LA) PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE ALTO PUNO  DISTRITO DE PUNO, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PUNO,-15.808910631753475,-70.03697514180533,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2627092,"CONSTRUCCION DE CERCO PERIMETRICO EN EL(LA) EPS NOR PUNO S.A. - AZANGARO  DISTRITO DE AZANGARO, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",AZANGARO,AZANGARO,-14.902475407680932,-70.19035182106784,OFICIAL_ORIGINAL,EPS NOR PUNO S.A.,SI,SI,OFICIAL
2651835,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LA COMUNIDAD CAMPESINA DE SIALE DEL  DISTRITO DE CAPACHICA - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO,PUNO,CAPACHICA,-15.66557784048428,-69.80879269919194,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2695001,"CONSTRUCCION DE CAPTACION DE AGUA  EN EL(LA) SISTEMA DE AGUA POTABLE Y LA CONSTRUCCION DE ESTACION DE BOMBEO Y LINEA DE IMPULSION EN EL CENTRO POBLADO CAMATA, DISTRITO DE PLATERIA, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PLATERIA,-15.933322661461414,-69.86243526113425,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2701872,"CONSTRUCCION DE POZO EN EL(LA) CENTRO POBLADO CCOMERMOCCO Y CHAMAKANI MEDIANTE ANILLOS DE CONCRETO EN EL  DISTRITO DE NICASIO, PROVINCIA LAMPA, DEPARTAMENTO PUNO",LAMPA,NICASIO,-15.190642497368758,-70.28708815589344,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2673752,"AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN CENTRO POBLADO AJJATIRA ,    DISTRITO DE PEDRO VILCA APAZA DE LA PROVINCIA DE SAN ANTONIO DE PUTINA DEL DEPARTAMENTO DE PUNO",SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,-15.056141457954547,-69.88933523831096,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2660135,"CONSTRUCCION DE RESERVORIO, CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN Y RED DE DISTRIBUCION EN EL(LA) SISTEMA DE AGUA POTABLE EN EL SECTOR CCAJJE DE LA COMUNIDAD DE CHUCASUYO CCAJJE DEL CENTRO POBLADO DE MOLINO DEL  DISTRITO DE JULI, PROVINCIA CHUCUITO, DEPARTAMENTO PUNO",CHUCUITO,JULI,-16.195855819968834,-69.41334009707153,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2685497,"ADQUISICION DE CENTRAL DE GENERACION FOTOVOLTAICA RENOVACION DE EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS EN EL(LA) SISTEMA DE AGUA POTABLE RURAL  DISTRITO DE PAUCARCOLLA, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PAUCARCOLLA,-15.743953320548892,-70.05019867959935,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2734424,"CONSTRUCCION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN EL(LA) EN LA ZONA NORTE DE LA CIUDAD DE PUNO  DISTRITO DE PUNO, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PUNO,-15.8196294159746,-70.03240772357542,OFICIAL_ORIGINAL,EMSAPUNO S.A.,SI,SI,OFICIAL
2709943,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN SERVICIO DE SANEAMIENTO BASICO EN EL BARRIO PEDRO VILCAPAZA   DISTRITO DE POTONI DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO,AZANGARO,POTONI,-14.387825287113795,-70.10576080363587,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2318821,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LOS SECTORES DE ANGOSTURA, APHARUYO Y QUEÑUANI, DISTRITO DE ANTAUTA - MELGAR - PUNO",MELGAR,ANTAUTA,-14.2997287,-70.2919047,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2342822,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LAS COMUNIDADES DE SAN JOSÉ DE QUESCA Y ALTO SAN MIGUEL ANEXO MEJANI, DISTRITO DE ARAPA - AZANGARO - PUNO",AZANGARO,ARAPA,-15.1391169,-70.1095722,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2586227,"RENOVACION DE ESTACION DE BOMBEO DE AGUA ADQUISICION DE BOMBA DE AGUA EN EL(LA) COMUNIDAD CAMPESINA DE CALAPAMPA DEL  DISTRITO DE ASILLO, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",AZANGARO,ASILLO,-14.721663004060051,-70.32689998746116,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2150046,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, REDES DE DESAGUE Y TRATAMIENTO DE AGUAS SERVIDAS EN LA LOCALIDAD DE CAPASO, DISTRITO DE CAPAZO - EL COLLAO - PUNO",EL COLLAO,CAPAZO,-17.1836657,-69.7446898,APROXIMADA_LOCALIDAD,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2492442,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA LOCALIDAD DE CARACOTO DEL DISTRITO DE CARACOTO - PROVINCIA DE SAN ROMAN - DEPARTAMENTO DE PUNO,SAN ROMAN,CARACOTO,-15.567679999999948,-70.10109999999997,OFICIAL_ORIGINAL,EPS SEDAJULIACA S.A.,SI,SI,OFICIAL
2309742,"MEJORAMIENTO DE LOS SERVICIOS  DE AGUA POTABLE Y TRATAMIENTO DE  EXCRETAS EN LA PARCIALIDAD  CENTRAL  ACCOPATA, DISTRITO DE CARACOTO - SAN ROMAN - PUNO",SAN ROMAN,CARACOTO,-15.5678983,-70.1024942,APROXIMADA_DISTRITO,EPS SEDAJULIACA S.A.,SI,SI,APROXIMADA
2142933,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE DESAGUE- REDES DISTRIBUICION CONEXIONES DOMICILIARIAS  Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES  LOCALIDAD CRUCERO, DISTRITO DE CRUCERO - CARABAYA - PUNO",CARABAYA,CRUCERO,-14.3611964,-70.0234904,APROXIMADA_LOCALIDAD,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2511823,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS MEDIANTE UBS EN LOS CENTROS POBLADOS CAYCHO Y VILCAMARCA DEL DISTRITO DE OCUVIRI - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO,LAMPA,OCUVIRI,-15.07023999999996,-70.86077999999998,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2245681,"INSTALACION Y AMPLIACIÓN DEL SISTEMA DE SANEAMIENTO BÁSICO EN LAS COMUNIDADES DE CÉSAR VALLEJO, SAPAPUJIO, POTONI CANGALLI, JILA CAJAMARCA, JILA INAMPO, ANTAPARADA Y COLLPAPAMPA-VILUYO, DISTRITO DE POTONI - AZANGARO - PUNO",AZANGARO,POTONI,-14.3899129,-70.104701,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2300632,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN LOS SECTORES DE PHOQUERA GRANDE Y CHICHIHUAYA, DISTRITO DE QUIACA - SANDIA - PUNO",SANDIA,QUIACA,-14.4222714,-69.3450165,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2311764,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS  EN EL SECTOR DE SANTA ANA, DISTRITO DE SAN JUAN DEL ORO - SANDIA - PUNO",SANDIA,SAN JUAN DEL ORO,-14.1594917,-69.0680999,APROXIMADA_LOCALIDAD,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2242919,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN PAMPA MUNI DE C.P. MUNI, DISTRITO DE PUSI - HUANCANE - PUNO",HUANCANE,PUSI,-15.4418571,-69.9293619,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2712819,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LAS COMUNIDADES TAIPICIRCA Y QUIMSACHATA DEL CENTRO POBLADO PUCARA TAIPICIRCA DEL   DISTRITO DE ACORA DE LA PROVINCIA DE PUNO DEL DEPARTAMENTO DE PUNO,PUNO,ACORA,-16.248290158042245,-69.78122762420541,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2727690,"REPARACIÓN DE CAPTACION DE AGUA  EN EL(LA) SISTEMA DE AGUA POTABLE DEL SECTOR AYO MACHACMARCA DE LA COMUNIDAD DE CCAPUNA DEL  DISTRITO DE SANDIA, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,SANDIA,-14.37601763733129,-69.47343590680494,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2721282,"ADQUISICION DE EQUIPO DE BOMBEO EN EL(LA) CASETA DE CAPTACIÓN 01, 02 Y 03 DE LA EPS SEDAJULIACA S.A.  DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,-15.467320236262204,-70.10634616479753,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2524400,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES VILUYO, CALLPUYO, AÑOCCAYA Y PUERTO ARTURO DEL DISTRITO DE AJOYANI - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO",CARABAYA,AJOYANI,-14.131792466871406,-70.10863422466181,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2470605,"REPARACION DE UNIDAD DE TRATAMIENTO DE AGUA POTABLE EN EL(LA) LOCALIDAD DE QUIQUIRA, PALMERA Y MASSIAPO DISTRITO DE ALTO INAMBARI, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,ALTO INAMBARI,-14.09051949169203,-69.24344226385891,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2161282,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LAS COMUNIDADES DE ESQUINAPATA Y TUPAC AMARU, DISTRITO DE ARAPA - AZANGARO - PUNO",AZANGARO,ARAPA,-15.1391169,-70.1095722,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2221138,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y SERVICIO HIGIENICO CON ARRASTRE HIDRAULICO EN LA COMUNIDAD DE MODELO, DISTRITO DE ASILLO - AZANGARO - PUNO",AZANGARO,ASILLO,-14.7272398,-70.3567731,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2309761,"MEJORAMIENTO DE LOS SERVICIOS  DE AGUA POTABLE Y TRATAMIENTO DE  EXCRETAS EN LA  COMUNIDAD  DE COLLANA SEGUNDA Y  COLLANA CHILLORA, DISTRITO DE CARACOTO - SAN ROMAN - PUNO",SAN ROMAN,CARACOTO,-15.5678983,-70.1024942,APROXIMADA_DISTRITO,EPS SEDAJULIACA S.A.,SI,SI,APROXIMADA
2722507,"ADQUISICION DE TERRENO EN EL(LA) SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DEL  DISTRITO DE PUTINA, PROVINCIA SAN ANTONIO DE PUTINA, DEPARTAMENTO PUNO",SAN ANTONIO DE PUTINA,PUTINA,-14.941725833344028,-69.86478030549297,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2069742,"REHABILITACION Y MEJORAMIENTO DEL SISTEMA DE AGUA EN LOS CENTROS POBLADOS  JAPISSE  Y SUCUNI, DISTRITO DE CONIMA - MOHO - PUNO",MOHO,CONIMA,-15.4576993,-69.4380307,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2478740,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA MILLUNI  DISTRITO DE SAN ANTON - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO,AZANGARO,SAN ANTON,-14.594226520918385,-70.3199690106473,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2599259,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL EN SECTOR DE THIUNI DEL CENTRO POBLADO DE CHACANEQUE DEL DISTRITO DE SAN GABAN - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO,CARABAYA,SAN GABAN,-13.678315086348324,-70.47215116382432,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2474222,CREACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD DE CHINGORA Y SECTORES ALEDAÑOS DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE SAN ROMAN - DEPARTAMENTO DE PUNO,SAN ROMAN,SAN MIGUEL,-15.397024779804934,-70.15203416345635,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2503417,CREACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL CENTRO POBLADO DE PIRHUANI DEL DISTRITO DE VILAVILA - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO,LAMPA,VILAVILA,-15.163410033897406,-70.61150350971285,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2422641,"ADQUISICIÓN DE EQUIPOS DE BOMBEO A TRAVÉS DE LA LÍNEA DE FLUJO, KITS DE VÁLVULAS Y MEDIDOR DE PANEL Y TABLERO DE CONTROL EN EL(LA) CÁMARA DE BOMBEO CENTRAL DE LA EPS SEDAJULIACA SA EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,-15.49355678999996,-70.13484863999997,OFICIAL_ORIGINAL,EPS SEDAJULIACA S.A.,SI,SI,OFICIAL
2422674,"ADQUISICIÓN DE SISTEMAS DE GRUPO ELECTRÓGENO DE PISTA (APU) EN EL(LA) CÁMARAS DE BOMBEO SECUNDARIAS Y EN LA CÁMARA DE BOMBEO CENTRAL DEL SISTEMA DE ALCANTARILLADO DE LA EPS SEDAJULIACA S.A. EN LA LOCALIDAD JULIACA, DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",SAN ROMAN,JULIACA,-15.49355678999996,-70.13484863999997,OFICIAL_ORIGINAL,EPS SEDAJULIACA S.A.,SI,SI,OFICIAL
2202943,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE SAN ANTON, DISTRITO DE PARATIA, PROVINCIA DE LAMPA, DEPARTAMENTO DE PUNO",LAMPA,PARATIA,-15.453907,-70.5993792,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2133298,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE ASILLO , DISTRITO DE ASILLO - AZANGARO - PUNO",AZANGARO,ASILLO,-14.7272398,-70.3567731,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2187527,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA JILA ( RETIRO, INAMPO Y CENTRAL), DISTRITO ASILLO, AZANGARO, PUNO.",AZANGARO,ASILLO,-14.7272398,-70.3567731,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2189348,"MEJORAMIENTO Y AMPLIACION DE LOS  SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA DE PESQUECUCHO, DISTRITO DE ASILLO, AZANGARO - PUNO.",AZANGARO,ASILLO,-14.7272398,-70.3567731,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2189462,"INSTALACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA PARCIALIDAD CHIPANA, DISTRITO DE KELLUYO - CHUCUITO - PUNO",CHUCUITO,KELLUYO,-16.7270638,-69.2499805,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2622361,"RENOVACION DE CANAL DE DRENAJE EN EL(LA) JIRON DOS DE MAYO DE LA LOCALIDAD DE MASSIAPO,  DISTRITO DE ALTO INAMBARI, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,ALTO INAMBARI,-14.089895910402245,-69.24211778163131,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2619242,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN SISTEMA DE AGUA POTABLE Y SISTEMA DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SECTOR PHOCCORACCANI   DISTRITO DE SANDIA DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,SANDIA,SANDIA,-14.333200669896524,-69.48183332129992,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2627234,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD DE GIRIGACHI   DISTRITO DE SINA DE LA PROVINCIA DE SAN ANTONIO DE PUTINA DEL DEPARTAMENTO DE PUNO,SAN ANTONIO DE PUTINA,SINA,-14.512592480122624,-69.24669393096812,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2633351,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN C.C. HUANUHUANU, C.C. PUCACUNCA   DISTRITO DE NUÑOA DE LA PROVINCIA DE MELGAR DEL DEPARTAMENTO DE PUNO",MELGAR,NUÑOA,-14.556318063586671,-70.6668056090183,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2635796,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD DE CUTIMBO   DISTRITO DE PICHACANI DE LA PROVINCIA DE PUNO DEL DEPARTAMENTO DE PUNO,PUNO,PICHACANI,-16.017374994473926,-70.01190948638805,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2672533,"CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE NINANUYO, PAYCONI, SEGUNDO CHIMPA JALLAPISI, OXANI,  CCARCAPUNCO Y JANAC SAHUACASI   DISTRITO DE AZANGARO DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO",AZANGARO,AZANGARO,-14.78639315536438,-70.10520982159338,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2628811,"REPARACION DE CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN, SISTEMA DE DESINFECCION Y CERCO PERIMETRICO EN EL(LA) SISTEMA DE AGUA POTABLE EN LA LOCALIDAD SURIMANA, DISTRITO DE AYAPATA, PROVINCIA CARABAYA, DEPARTAMENTO PUNO",CARABAYA,AYAPATA,-13.797575773325343,-70.3283842336611,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2101883,"INSTALACION DEL SISTEMA DE AGUA POTABLE EN LA COMUNIDAD HUAPACA SANTIAGO, DISTRITO DE POMATA - CHUCUITO - PUNO",CHUCUITO,POMATA,-16.4019,-69.2871,APROXIMADA_LOCALIDAD,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2245273,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES Y ANEXOS DE LA COMUNIDAD CAMPESINA DE  SAN ANTONIO, DISTRITO DE ROSASPATA - HUANCANE - PUNO",HUANCANE,ROSASPATA,-15.2344658,-69.527323,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2482299,AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA ZONA URBANA DEL  DISTRITO DE SAMAN - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO,AZANGARO,SAMAN,-15.291956074080668,-70.01771801067243,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2300647,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE MULLA CONTIHUECO HIRPANI Y LA COMUNIDAD DE CORPA MAQUERA DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",EL COLLAO,ILAVE,-16.2344765,-69.6749664,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
2457632,MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y BAÑOS DIGNOS EN LA PARCIALIDAD DE CHIASI DEL DISTRITO DE MOHO - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO,MOHO,MOHO,-15.360101189999964,-69.50122235999999,OFICIAL_ORIGINAL,SIN_EPS_IDENTIFICADA,NO,NO,OFICIAL
2305296,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO RURAL EN EL CENTRO PABALDO DE CHOQUECHACA DISTRITO YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",YUNGUYO,YUNGUYO,-16.2779543,-69.1199036,APROXIMADA_DISTRITO,SIN_EPS_IDENTIFICADA,NO,NO,APROXIMADA
